maybe you've thought about them , too .	也許你也想過 。
of course , most of china was flourishing at the time , but they were able to get a road built to link them up to the rest of china .	當然 , 大部分的中國都被淹沒了 , 但他們可以得到一條路 , 來連結中國的其他地方 。
at the time , i was finishing up school , and i was so excited to get a real job and finally afford new art supplies .	當時 , 我完成了學校 , 我非常興奮能得到真正的工作 , 終於有了新的藝術供應 。
and my coach looked me at me , and he said , " mellody , that was not a breathholding exercise .	我教練看著我 , 他說: 「 大學 , 這不是一個呼吸的運動 。
and i think , if we can make inorganic biology , and we can make matter become evolvable , that will in fact define life .	我認為 , 如果我們能做出非自然生物學 , 我們就能做出很重要的 , 才能真正定義生命 。
now the fungus forms these complex networks underground of fine filaments thinner than even threads of cotton .	基本上 , 這些複雜的網絡 , 形成了這些複雜的網絡 , 遠超過牛頓的威脅 。
but i want to concentrate on the role of investment in seeking out novelty , the production and consumption of novelty .	但我想要在尋找新穎的投資角色 , 生產力和消費 。
and this is not the good kind of vibrato , like an opera singer has , this is my whole body just convulsing with fear .	這不是很棒的圖書館 , 就像一個歌劇唱者一樣 , 這是我的整個身體在處理恐懼 。
and i say , " oh no , in fact , what you have to start calculating is how much gender inequality is already costing you .	我說: 「 喔 , 嗯 , 你必須開始計算 , 性別不平等已經成本了 。
so while i'm seven years old , he said , " look , so it's either got to be sports , or it's got to be music . "	所以當我七歲時 , 他說: 「 看吧 , 所以它必須是運動 , 或者它必須是音樂 。 」
eager to find the ancient city , schliemann tore massive trenches all the way to the base of the hill .	想像一下 , 古代城市 , 富蘭人到達希格蘭的基地 。
stuxnet behaved like a lab rat that didn't like our cheese sniffed , but didn't want to eat .	研究人員就像一個實驗室老鼠不喜歡我們的廚房 , 但不想吃 。
unfortunately , it is also a magnet for suicide , being one of the most utilized sites in the world .	很不幸的是 , 它也是一種自殺的魔法 , 成為世界上最自動化的網站之一 。
and i fell in love with adventure and discovery , going to explore all these different places that were just minutes from my front doorstep .	我熱愛冒險和發現 , 將探索到我前面的各種不同地方 。
and if you're an organization , this is a call to give your employees access to better and more effective reporting mechanisms .	如果你是個組織 , 這是一個叫做 「 給你的員工 」 獲得更好 , 更有效的回報機制 。
well , one thing we can do is we can raise some mice without any microbes of their own in a germfree bubble .	我們能做的一件事是 , 我們可以在德國的任何微生物中種植一些微生物 。
people in the incubation period can cross that border , can enter countries and can then infect others when they become sick .	每個人可以跨越邊境的人 , 可以進入國家 , 可以感染其他人 。
and when they also add in strong employee training programs , they get a 3 . 4 percentage point premium on their margins .	當他們也加入強大的員工訓練計畫時 , 他們得到了3.4%的預算 。
it's almost like being exposed to all this media over the years had instilled a kind of dormant design literacy in me .	近幾年來 , 這類媒體幾乎像我一樣 。
and it's a huge network of underground rivers , channels , big rooms , extremely deep shafts .	這是一個巨大的網絡 , 大的房間 , 非常深刻的影像 。
it's migrated from north africa to spain , and from spain to the west of the united states , where it still is used .	這是北非移民 , 從西班牙到西班牙 , 從西班牙到西方的西方 , 仍然被用來使用 。
we want to enable physical therapists to prescribe this digital treatment and help patients play their way to recovery at home .	我們想要讓身體治療師來準備這個數位治療 , 並協助病人在家裡扮演的方式 。
everything we know about archimedes as a mathematician we know about because of just three books , and they're called a , b and c .	我們所知的一切都是由我們所知的 , 因為只有三本書 , 而他們稱之為 「 b、b、c 。 」
you turn up the heat , you start making or breaking chemical bonds in the sugar , forming a brownish caramel , right ?	你把熱 , 你開始做或打破糖裡的化學鍵盤 , 形成一個褐色的卡爾 , 對吧 ?
have a go: poem 1: little fly / thy summer's play , / my thoughtless hand / has brush'd away .	有一首詩:一首:飛行和ththomumumer的演奏 , 我無思想的手臂已經消失了 。
she wrote to her husband from jail worrying that she would confess under torture , even though she was innocent .	她從日本寫到她的丈夫 , 她會擔心她會在水下 , 即使她很無辜 。
if we printed it out at a 10 font with no spacing , it takes 142 pages just to print this genetic code .	如果我們把它列印在一個10英呎的地方 , 它只需要142頁頁頁面來印製基因編碼 。
it maybe doesn't look so fancy to you now , but that was our first successful attempt to create a device for this major problem .	也許你現在看不太清楚 , 但這是我們第一次成功的嘗試 , 試圖創造一個大問題 。
because there's no copyright protection in this industry , there's a very open and creative ecology of creativity .	因為這產業沒有核心保護 , 有一種非常開放且有創意的生態 。
so a person can be in a long term attachment , become romantically infatuated with someone else , and want to have sex with a third person .	所以 , 一個人可以長期的教練 , 變得非常浪漫 , 想要有第三個人的性愛 。
so i want to try and convince you in about 15 minutes that that's a ridiculous and ludicrous thing to do .	所以 , 我想請各位說 , 大約15分鐘 , 這是一個非常荒謬且很有影響力的東西 。
i'm talking specifically about the fact that sleep and work are phasebased , or stagebased , events .	我說的是睡眠和工作的事實 , 是基於階段 , 或是階段 。
and what ran through my head was , " they've crossed the wrong woman , and they're not going to know what's hit them . "	我腦海裡的狀況是: 「 他們有錯的女人 , 他們不會知道他們在哪裡發生了什麼 。 」
but perhaps the most unique element of sankara’s revolution was his dedication to gender equality .	但也許是聖卡拉的革命最獨特的元素就是他對性別平等的描述
one day , when i was a resident physician , i got a call to say that she was in the intensive care unit .	有一天 , 當我是一位救生醫生 , 我有個叫她在緊張的照護區 。
and , given that the music is over , i was going to talk about how you can use this to generate a lot of wealth , and how code works .	由此 , 音樂已經結束了 , 我要談談你們如何用這個方法來產生很多財富 , 以及編碼 。
i befriend a young juggler in a juggling troupe , and he agrees to sell me three clubs .	我害怕一個年輕的青蛙 , 他同意搜尋我三個流感 。
we recover excess food from businesses and set up free community grocery stores right in the middle of food deserts .	我們從商業中恢復了食物 , 並在食物沙漠中建立自由的商店 。
those lights you're using , make sure they're shielded down , so they're not shining up into the sky .	你使用的這些光線 , 確保它們被縮小 , 所以它們不會把天空放進天空 。
this also includes understanding that even if you are personally against abortion , you can still fight for a woman's right to choose .	這也包括了解 , 即使你是個人對抗的反抗 , 你仍然可以為女性選擇 。
that's the beauty of using everyday materials ; it's very easy to customize using paper and fabric .	這是日常材料的美好 , 很容易把紙張和布料化 。
and the prophet , in one of his sayings , said , " adorn yourselves with the attributes of god . "	在他說的一句話中 , 他說: 「 根據神的貢獻 。 」
fauxnostalgia , which i'm sort of not , say , famous for , but i work an awful lot in it .	臉科醫生 , 我不是 , 說 , 很有名 , 但我很努力 。
to conclude , i mean , what we do , does it have a broader relevance , or is it just india or developing countries ?	結論是 , 我們要做什麼 , 它有更廣泛的革命 , 或者只是印度或開發國家 ?
they've been swept away over the last two decades by these types of worldflattening digitization technologies , right ?	過去兩十年 , 他們被這些世界流動了數位化技術 , 對吧 ?
now , i've given you a few examples of how language can profoundly shape the way we think , and it does so in a variety of ways .	現在 , 我給你們幾個例子 , 語言如何能夠快速形塑我們的想法 , 這樣就這樣 。
the biases , whether intentional or otherwise , are pervasive , and so are the misleading mental images .	偏見 , 無論是緊張或否則 , 都是被忽略的 , 所以是錯誤的精神影像 。
apparently , an exboyfriend of carol's from california had found her in texas and was following her around .	很顯然 , 一個來自加州的車禍 , 發現她在德州找到她 。
and of course , in netflix and amazon , it's in the background , making those recommendations .	當然 , 在neflix和亞馬遜 , 它在背景裡 , 讓這些回應 。
and yet at the same time , trust in institutions banks , governments and even churches is collapsing .	然而 , 同時 , 信任機構銀行、政府、教堂正在崩潰 。
the problem , ladies and gentlemen , is by then , this virus , well known now as ebola , had spread too far .	問題是 , 女士和gleen , 後來 , 這個病毒已經被稱為伊波拉 , 已經太遠了 。
a load cell measures forces , and this is actually a piezoelectronic load cell that has a little crystal in it .	神經細胞測量力 , 實際上是一條管子傳播器 , 上面有一點晶片 。
if you ever are feeling lonely , get a new york times column , because you will get hundreds and hundreds and hundreds of emails .	如果你覺得很孤獨 , 紐約時報報報 , 因為你會得到數百個電子郵件 。
the first 10 miles of the run went pretty quickly , as i was so excited to finally pass people with my three wheels to their two feet .	跑步的第一十英哩很快 , 我非常興奮終於通過三個輪椅的人 。
our research tells politicians at what noise level they can expect a certain health effect , and that helps inform better noise policy .	我們的研究告訴政治人物 , 他們可以預期某些健康影響 , 協助改善政策 。
you see , we have to come to understand that less value , property and objectification is the foundation and the violence can't happen without it .	你看 , 我們必須了解 , 重點 , 特權和客觀是基礎 , 以及暴力不會發生 。
this artist's impression turned into reality when a parachute landed on titan , saturn's giant moon .	這位藝術家的印象轉變成現實 , 當一個寄生蟲落在tan , 莎士尼的巨大月球上 。
so if we all take only what we need , then we can begin to share the rest , we can begin to celebrate , we can begin to restore .	所以如果我們只需要我們需要的東西 , 我們就能開始分享 , 我們可以開始慶祝 , 我們就能開始恢復 。
flint's water infrastructure the complex network of underground pipes has been severely damaged .	弗林特的水基礎建設在地下的複雜網絡被嚴重損害 。
she told me and taught me that true beauty comes from within and that validation and self worth must also come from within .	她告訴我 , 教我 , 真正的美麗來自於內部 , 自我價值和自我價值也必須來自內部 。
she lived to a hundred , even then . all along it was the sadness , the squalor , but i never , until now loved her again .	她活到一百歲 , 直到現在她又愛她 。
one of science's weaknesses is that it's done by people , and we bring a lot of baggage along with us when we investigate things .	其中一個科學的弱點之一是 , 人民做了很多 , 我們和我們一起研究 。
we could persuade her to take a train , still a lot more efficient than a car , but that might be a lifestyle change .	我們可以讓她感受到訓練 , 但這可能比汽車更有效 , 但這可能是生命型的改變 。
today , more than 100 , 000 people in all 50 states in thousands of cities and towns across america have recorded storycorps interviews .	今天 , 超過一萬人在五千個城市裡 , 全美各地都有記錄故事訪談 。
so , this could be smartly adapted , day to day , programmed by my physician or cardiologist .	所以 , 這可能是很明顯的 , 有一天 , 由我的物理學家或照理學家所設計的 。
they took the guard , they put him on the floor , they beat him up in front of me , tied him , dragged him away .	他們拿著警察 , 把他放在地面上 , 把他拉到我面前 , 把他拉起來 , 把他拉起來 。
there were big health innovation funds launched earlier this year in this country , as well as a public service innovation lab .	今年 , 這項國家的創新基金也在公共服務實驗室 。
evelyn forget discovered that the people in dauphin had not only become richer but also smarter and healthier .	愛因斯坦發現 , 達爾文的人不只是變得更富有 , 也更聰明 。
if i could get waterhouse to be a nocarbon restaurant that is consuming no gas to start with , that would be great .	如果我可以把水當作一個不可思議的餐廳 , 那會很棒 。
but it raises the question: are we just trying to hide away these extra dimensions , or do they tell us something about the world ?	但它會引起問題:我們只是試著躲藏這些額外的維度 , 或者他們告訴我們世界上的事物嗎 ?
and if that wasn’t enough , he assumed the consul position twice more to promote his grandchildren .	如果這不夠 , 他假設成了兩倍的成年位 。
of course no accident is going to look like this ; no accident has two or three options where everybody dies somehow .	當然沒有意外會看起來像這樣 , 沒有意外的人有兩或三種選擇 。
pump water meant irrigation , a defense against hunger , which we were experiencing by that time .	水的意思是 , 冰箱 , 一個防禦對飢餓的防禦 , 當時我們正在經歷 。
i needed to figure out how to eat like a normal human being , since i'd been eating through a tube in my chest and through my veins .	我必須想出如何像一般人一樣吃 , 因為我在我胸腔裡吃過一顆管子 , 穿過我的皮膚 。
there is a fellow tedster who spoke two years ago , jonathan haidt , who defined his work into three different levels .	兩年前 , 有位ted的傢伙 , 約瑟森·哈森 , 他把他的作品定為三個層級 。
and if i said , " no , " she'd assault me again , and if i said , " yes , " she'd leave me alone .	如果我說: 「 不 , 她再次跟我說: 「 是的 , 她會讓我孤單離開 。
not just in britain and america , but in france and in hungary and brazil and myanmar and new zealand .	不只是英國和美國 , 而是在飢餓和巴西和新品牌上 。
because in order to be stable in cells , the two strands of a dna double helix have to form base pairs .	因為為了讓細胞穩定 , dna的兩個階段必須要形成基礎的基礎 。
second , there was the social conservatives who believed in religious liberty , prolife , prayer in schools .	第二 , 社會保守者相信宗教自由、教授、禱告 。
so keep looking up , marvel at the ephemeral beauty , and always remember to live life with your head in the clouds .	所以 , 繼續看 , 瑪麗在博物館裡 , 總是記住你腦部的生命 。
no meetings with city officials , no community buyin , just let color rule in my desire to paint different pictures about the south side .	沒有城市官員 , 沒有社區買東西 , 只能在我沙漠上顏色 , 來繪製不同的圖片 。
and also a reduction in energy requirements in buildings by an outstanding 15 percent , because you need less fresh air .	同時 , 能源需求的減少 , 因為你需要較少的空氣 。
it wasn't mine before i was born , it's not going to be mine after i die , i'm just here for 80 years and then that's it .	在我出生之前 , 我就不會在我死後 , 我只剩下80年 , 然後就在這裡 。
pores like these conduct electrical current and are responsible for all the communication in the nervous system .	如今的電池 , 如今所有的溝通 , 都能負責全球各個溝通 。
but abraham lincoln was elected president , and then he passed the emancipation proclamation , and now they're free .	但巴哈林林被選出來 , 然後他通過了空氣排放 , 現在他們免費了 。
we built an applicationprogramming interface , which basically means that programmers can write software that interacts with twitter .	我們建立了一個應用程式 , 基本上就是程式設計師可以用twitter來寫軟體 。
one of the interesting things , of course , is the combination of that raw hand on the instrument and technology , and what he said about listening to our young people .	當然 , 其中一個有趣的事之一 , 是種族和科技的組合 。 他說的 , 聆聽我們的年輕人 。
but it turns out , when you look overall at what people regret in life , you know what , our financial decisions don't even rank .	但結果發現 , 當你觀察人們在生活中所認同的人們 , 你知道 , 我們的財務決策甚至沒有奇怪 。
so the electromagnetic and weak forces are described by this pattern of particle charges in twodimensional space .	所以電力和弱勢力是由兩維空間中的粒子所描述的 。
recognition seemed to come to those who prioritized novel and sculptural forms , like ribbons , or . . .	認知似乎是去找那些被批評的非凡人和雕塑的形式 , 像是火星 , 或......
but then , is northern ireland a unique example , or does this kind of explanation only hold more generally in democratic and developed countries ?	但是 , 北方島嶼是一個獨特的例子 , 或者這種解釋只能在民主和開發中國家中得到更多的解釋 ?
hands on our hearts , our foreheads touching , as we communicated through movement and music , making sense through nonsense .	在我們的心臟上 , 手指觸摸 , 當我們透過動作和音樂溝通時 , 透過鼻子來感受到 。
most spiders use copious amounts of silk , and silk is essential to their survival and reproduction .	大部分的蜘蛛會用很嚴重的皮膚 , 皮膚對牠們的生存和繁殖 。
the mole . chemists use the term mole to refer to the quantities that are at the magnitude of 602 sextillion .	分子 , 化學學家用這個字母來提供602個性別的量子 。
and in the mountain range are all of the ancient cities of that region , so jerusalem , bethlehem , hebron .	而在山區 , 所有的古老城市都是那個區域的古老城市 , 所以猶太人 , 甲烷 , 甲烷 , 甲烷 。
they are surrounded by vertical , vertiginous rock walls with silvery waterfalls that are lost in the forest .	他們被垂直、垂直的岩石圍繞著 , 上面有著非常多的水池 。
of course , everyone who i spoke to about my latest endeavor thought that i was mad ; however , i know that this is something that i can help change .	當然 , 我談到我最初的主題 , 認為我很奇怪 , 我知道 , 這是我能幫助改變的東西 。
if you figured out how to change a stem cell into a heart cell , that hasn't got any way of telling you how to change a stem cell into a brain cell .	如果你想出如何改變幹細胞進入心臟細胞 , 那就沒有任何方法告訴你如何改變幹細胞 。
above all , prophets say submitting to nature's restraints leads to a freer , more democratic , healthier way of life .	無論是 , 博物館會說 , 大自然的餐廳會導向自由、更民主、更健康、更健康的方式 。
that's pure ignorance , and that ignorance has created a world that doesn't understand depression , that doesn't understand mental health .	這是純粹的認知 , 認知創造了一種不懂憂鬱的世界 , 這並不懂心理健康 。
and also , as you look away from the bridge , there's a divot on the lefthand side of the bank , and the river narrows .	同時 , 當你從橋樑看出來 , 左邊有一根分裂 , 河流的河流 。
i'm going to count to three and when i finish , i'm going to ask every single one of you to let out your very best fangirl scream .	當我結束了三歲時 , 我會問你們每一個人 , 都放出你最好的三角形 。
so we should be suspicious about the same sort of overblown claims of damage to national security from these kind of officials .	所以 , 我們應該很有疑慮 , 像是大量的損害 , 從這些官方來到國家安全 。
the key to these acrobatic maneuvers is algorithms , designed with the help of mathematical models and control theory .	對於這些混亂製造的關鍵是演算法 , 設計出數學模型和控制理論的協助 。
but this method of enhancing perception it need not be disruptive , and it doesn't necessitate an overhaul in looking .	但這方法 , 加密感知不需要被破壞 , 而它並不必要 。
and yet , despite all these differences , they connect with you and they trust you enough to cooperate with you in achieving a shared goal .	然而 , 儘管這些差異 , 它們與你聯繫 , 他們信任你和你一起合作 , 才能與你一起合作 。
but the maize god emerged after three months in the place of new beginnings– the eastern cave known as seven water place– bringing food once again to earth .	但在三個月後 , 帝國在新開始的地方 , 東方洞穴被稱為七個水的地方 , 將食物帶到地球上 。
turkey has never been colonized , so it remained as an independent nation after the fall of the ottoman empire .	土耳其從來沒有被殖民 , 所以它仍然是獨立的國家 。
and when we reached a high valley , i surprised them with the news that there was no hut or hotel booked for the night .	當我們到高谷時 , 我驚訝他們有沒有幽默或熱愛的新聞 。
and by protecting shorelines and giving us food to eat and supporting tourism , they will still be worth billions and billions of dollars a year .	藉由保護鞋線 , 給我們食物給我們吃和支援 , 它們仍然會值得數十億美元 。
and they do the opposite of the molecule i told you about before , with the blue light activator , channelrhodopsin .	他們做了我之前告訴你們的分子相反 , 用藍色電動器 , 用藍色電動器來做 。
so what i'm seeking is a new way of talking about this all together , which is grounded in the lived experiences and the hope of the people on the front lines .	所以 , 我所看到的是一個新方法 , 談到這一切 , 它在生活體驗中 , 希望人們在前線上的人 。
i taped my aunt . i taped my aunt singing a song in russian from the you know , could we have it for a second ?	我教了我的阿姨 , 我教了我的阿姨在俄羅斯的歌曲 , 從你知道的 , 我們能有第二秒嗎 ?
so using the supercharged attention from step one , we create a highresolution perception into the cognitive and emotive processes .	一步使用超級強的注意力 , 我們創造了一個高解析度 , 進入認知和激勵過程 。
in 1965 , the baltimore colts put a wristband on their quarterback to allow him to call plays quicker .	在1965年 , 巴爾海岸把輪椅放到四角球上 , 讓他更快地稱他為 「 球隊 」 。
understanding these historical connections not only helped us to spell " doubt , " but also to understand the meaning of these more sophisticated words .	了解這些歷史連結 , 不只是幫助我們談論 「 懷疑 」 , 而是要了解這些字的意義 。
for most africans today , where you live , or where you were born , and the circumstances under which you were born , determine the rest of your life .	今天大部分非洲人 , 你住在哪裡 , 或是你出生的地方 , 而你出生的環境 , 決定你生命的其他生命 。
so let me take you to the andes mountains in chile , 500 kilometers , 300 miles northeast of santiago .	讓我帶你們看看芝加哥的山脈500公里 , 300公里的北部 。
i could feel my deepest intention , what matters most to me , that human connection that can happen in a space where there's no resisting or controlling .	我可以感受到我最深的激勵 , 最重要的是 , 人類連結可以在一個空間裡發生 , 在那裡 , 沒有反抗或控制 。
in those papers , we showed that if you reduce the price of something for , let's say , 10 cents to one cent , nothing much happens .	在這篇論文中 , 我們顯示 , 如果你減少了一些東西的價格 , 我們說 , 十分分分之一到1分之一 , 沒什麼事發生 。
when we work together to develop more diverse and inclusive teams , data shows we will be more innovative , more productive and more profitable .	當我們合作開發更多多樣性和包容團隊時 , 數據顯示我們會更創新、更有生產力 。
you know that what you need to do is possible to do , even though difficult , and sense of time disappears , you forget yourself , you feel part of something larger .	你知道你需要做的是 , 即使很難 , 感覺很困難 , 你忘了自己 , 感覺更大 。
some people think about a dark energy that changes with time , or whether the properties of the dark energy are different depending on where you look on the sky .	有些人認為有時間改變的黑暗能量 , 或無論黑暗能量的特性 , 都不同於你所看的天空 。
there are rich lesters , poor lesters , black lesters , white lesters , not many women lesters , but put that to the side for one second .	貧窮的槓桿 , 黑色的鏡頭 , 白色的鏡頭 , 不是很多女性萊斯特 , 而是把這邊放到另一邊 。
that involved using plantations and imported slave labor in the caribbean and on islands off the coast of africa .	這涉及了使用植物 , 改善了奴隸實驗室 , 在加勒比亞和島嶼上 。
individuals have managed to overcome the repressive restrictions in those regimes by recording their environment and telling their own stories on the internet .	個人已經管理了這些壓力的特徵 , 藉由記錄他們的環境 , 並告訴他們他們自己的故事 。
this year this year , we opened a freestanding specialty clinic , called proact , for those suffering from substance use disorder .	今年 , 我們開了一套免費的診所 , 叫做 「 特殊診所 」 的苦難 。
so what i like to call " the showerhead team " developed a small waterflow regulator that can be fitted into existing showerheads .	所以我想要稱之為 「 秀球隊 」 , 開發一個小水流反應器 , 可以在現有的水流 。
whoever you are , whatever you're going through , in whatever way you might be going through it , just know this: in order to heal it , you have to feel it .	無論你經歷什麼 , 無論你會經歷什麼 , 只要知道這一點:為了治癒它 , 你必須感受到它 。
about 10 years ago , mr . tronchetti provera had ownership and control in a small company , which had ownership and control in a bigger company .	大約十年前 , 熱門證明了自己有權力 , 控制一個小公司 , 控制一個小公司 。
we love the idea that words , when pronounced , are little more than pure information , but they evoke physical action in the real world that helps us do work .	我們很喜歡這個字 , 當創新時 , 比純粹信息更少 , 但他們在現實世界中採取行動 。
because just the existence of these galaxies tells us that dark matter can't be moving very fast , and not much can be happening when it runs into normal matter .	因為這些星系的存在 , 告訴我們 , 暗物質無法快速移動 , 而不是在正常物質中發生 。
and she has no discretionary income to improve her family's way of living , for emergencies , or for investing into growing her business .	她沒有歧視來改善她的家人的生活方式 , 為員工 , 或投資她企業 。
but whenever you've got really new technology , it generally takes about three major versions in order to make it a compelling massmarket product .	但無論你有真正新的科技 , 通常會需要三種主要版本 , 才能讓它變得更加複雜 。
as a parent , my mother worked very hard , combining farming , petty trading and taking care of my siblings and me .	身為父母 , 我的母親非常努力 , 結合農場 , 培養養皿 , 並照顧我的兄弟和我 。
now , compare that with spotify ; if you want to pick something to listen to , you're browsing through a catalog of 30 million songs .	現在 , 比較簡單 , 如果你想要選擇聆聽的東西 , 你會透過三百萬首歌的例子 。
if the ancient greeks had found out about seasons in australia , they could have easily varied their myth to predict that .	如果古希臘人在澳大利亞發現了關於季節的季節 , 他們可以很容易預測 。
these moons , which are not in what we call a traditional habitable zone , that are out in the solar system , have liquid water .	這些月球不在我們稱之為傳統的棲息地 , 這是太陽系中 , 有液態水 。
all this goes double for lgbtqi women's sexuality , which has been hated and erased in specific ways .	這一切都是lgqia女性的性行為 , 已經被駭客了 。
this is the role that ideas play in shaping us as human beings , and this is why idea technology may be the most profoundly important technology that science gives us .	這是我們人類的角色 , 這也是為什麼科技可能是最重要的科技 。
and joe williams came up to me and he put his hand on my shoulder and he said , " god's picked you , man , to do this work .	喬治·威廉來到我 , 他把手放在我的肩膀上 , 他說: 「 上帝選擇你 , 做這個工作 。
a classic study by psychologist peter wason gives you a set of three numbers and asks you to think of the rule that generated them .	心理學家彼得斯的研究是給你們一組三項數字 , 請你想想這些規則 。
one of the things i should probably tell you is , i worked for the discovery channel early in my career , and that sort of warped my framework .	其中一個我應該告訴你們的就是 , 我早在職涯中工作了 , 這有點像被告知我的框架 。
so this combination has given us lower cost , higher performance and higher efficiency electronics that we all enjoy today .	這個結合給我們較低的成本 , 更高的表現和更高的效率 。
because at first , i'd be so excited i would blurt out , " the dodgers won ! " or , " the dodgers lost ! "	因為一開始 , 我很興奮 , 「 手術贏了 ! 」 或 「 手術失去了 ! 」
and when my father built green school in bali , he chose bamboo for all of the buildings on campus , because he saw it as a promise .	當我的父親在銀行建設綠色學校時 , 他選擇了所有建築物 , 因為他看到的是承諾 。
and what looks like two big heaps of leaves , is actually two single leaves that get shredded up by the harsh desert conditions over time .	葉子看起來像是兩大片 , 其實是兩隻葉葉子 , 被傷害的條件轉移 。
it's one of the best known of these new marketplaces where a donor can go straight into a classroom and connect with what a teacher says they need .	這是我們所謂的新市場平台之一 , 捐贈者可以直到教室裡 , 與老師說他們需要什麼連結 。
if there is publication bias , if small negative trials have gone missing in action , you can see it on one of these graphs .	如果有公共偏見 , 如果小小的負面試驗就錯了 , 你可以看到這張圖 。
and then we did a series of calculations , and what we were able to show is that these mantis shrimp have to have a spring .	然後我們做了一系列的計算 , 我們能證明這些人造影機必須有春天 。
and then , in fact , these people were embedded in other sorts of relationships: marriage and spousal and friendship and other sorts of ties .	而事實上 , 這些人在其他關係中被賦予了:婚姻和友誼和其他組織 。
so what happened now is , when the watercolor was flowing into the structure , the watercolors do not mix with the ferrofluid .	所以現在發生了什麼事 , 當水池流入結構中時 , 水池會不會混合 。
or something a little bit more technical perhaps , a smartwatch that would alert you when you're infected with malaria .	或者 , 更有技術 , 或許你對瘧疾感染時 , 會讓你更有影響力 。
and this time , my wish was not to photograph anymore just one animal that i had photographed all my life: us .	這次 , 我的願望不是去拍攝任何一片我只拍攝所有的動物:我們 。
you have all these points of interest that you want to get to: your home , your work , restaurants , a couple of starbucks on every block .	你有所有感興趣的點:你的家、工作、餐廳、餐廳、餐廳 , 都有幾個星球 。
i'd take all the time to get to the store , i'd check out , i'd come back home , i'd start to unbox it .	我花了很多時間來到店裡 , 我檢查了 , 我回家 , 我就開始了 。
so for this reason , many refer to the false confessions we actually do know about as the tip of a much larger iceberg .	所以 , 對於這個原因 , 許多人都要求法國會議 , 我們其實知道 , 身為一個更大的冰箱 。
this is by far the largest contribution to reduce greenhouse gas emissions , until today , as a positive action .	這是目前最大的貢獻 , 來減少溫室氣體排放 , 直到今天 , 身為一個正面行動 。
and then in kenya , what we did was addressing the issue of ethnicity , which is a poison in a lot of places in africa .	然後在肯亞 , 我們所做的是加入道德問題 , 這是非洲很多地方 。
i'm one of the tiny handful of people who gets badly bent out of shape by the bad spacing of the t and the e that you see there .	我是個很小的人 , 那些被糟糕的形狀和你所看見的壞人 。
i hoped that if i armed myself with the knowledge of romantic love , i might never have to feel as terrible and lonely as i did then .	我希望 , 如果我與羅馬愛的知識結合 , 我永遠不會覺得自己很糟 , 卻很孤單 。
it was the first time the traditional news was usurped by the internet for a major news story a click that reverberated around the world .	這是第一次 , 傳統新聞被網路用在世界各地的主要新聞上 。
the government specifically targeted young people , setting up institutions to regulate their behavior and police their thoughts .	政府特別是教導年輕人 , 建立機構來規劃他們的行為和警察他們的思想 。
the september 11th attacks left over 3 , 000 dead in the worst terrorist attack in u . s . history .	9月11月11號攻擊在美國最糟的恐怖攻擊中 。
so with gardening , i see an opportunity where we can train these kids to take over their communities , to have a sustainable life .	因此 , 我看到一個機會 , 我們可以訓練這些孩子在社區裡 , 來取得永續生活 。
if you're hiring a data analyst , give them a spreadsheet of historical data and ask them for their key insights .	如果你隱藏了數據分析 , 給他們一大堆歷史數據 , 請他們去問他們 。
ted halstead: so i understand that many are very pessimistic about what's happening in the united states with president trump .	ted仇恨:所以我了解到 , 很多人對於美國的總統所發生的最佳評估 。
because windows and files have a position in the real space , selecting them is as easy as grabbing a book off your shelf .	因為窗戶和檔案在真實的空間裡 , 選擇它們是很簡單的 。
i think one reason open source works so well in code is that at the end of the day , code tends to be somewhat black and white .	我認為 , 在密碼中 , 有一個原因是 , 在最後 , 密碼通常是黑色和白色的 。
and after the berlin wall fell , the navy made these systems available to whale bioacousticians to see what they could hear .	在柏林牆壁之後 , 奈米製造了這些系統 , 可以讓它們能聽到什麼 。
but i get a lot of toilets , and so you just dispatch a toilet with a hammer , and then you have lumpy tiles .	但我得到了很多廁所 , 所以你只是把廁所拿到廁所 , 然後你有幸運的角色 。
there was one kid in a class who was bigger than the rest because he'd been held back , been through the foster care system , seen his mom get killed .	另外一個孩子比其他更大 , 因為他被告知 , 被殺了 , 看到他的母親被殺了 。
next step , we go and actually build some kind of test models and actually test them , you know , in the lab at jpl , in what we call our mars yard .	下一步 , 我們建立一些測試模型 , 實際上 , 在加入實驗室裡 , 我們稱之為 「 火星標準 」 。
on wednesday , david christian explained to us what a tiny instant the human race represents in the timespan of the universe .	在星期五 , 大衛基督徒解釋了我們人類種族的特徵 。
in partnership with public radio station wnyc here in new york , we asked women to tell us the prices of their mammograms .	在紐約的公共輻射台上 , 我們請女性告訴我們 , 他們哺乳類動物的價格 。
so at 2:38pm on monday , women in iceland left work , because that's when they had earned their day's salary .	所以 , 238年左右 , 冰島的女性 , 因為那是當他們早上起床的時候 。
we like the light that comes into the room , but in the middle of summer , all that heat is coming into the room that we're trying to keep cool .	我們喜歡在房間裡的光 , 但在夏天 , 所有的熱能都來到這裡 , 我們試圖保持酷的房間 。
and then two years into the company's life , the federal government issued a proposal to build the first ever cloud database for medicaid .	然後兩年進入公司的生命中 , 聯邦政府提出了第一批數據庫 。
in josh's case , it's with animals , so this is josh talking with his mom sarah at grand central nine years ago .	在josh的案例中 , 動物和他的媽媽談話 , 大約在199年前 。
